Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,ArrayExpress-SPECIES
ERR14733916,302,14869300388,PRJEB21343,SAMEA117805820,ERX14135341,HiSeq X Ten,DN495170T:A7,PAIRED,RANDOM,GENOMIC,Labidochromis vellicans,ILLUMINA,ERP023585,Labidochromis vellicans
ERR14733917,302,14225475044,PRJEB21343,SAMEA117805821,ERX14135342,HiSeq X Ten,DN495170T:B7,PAIRED,RANDOM,GENOMIC,Buccochromis heterotaenia,ILLUMINA,ERP023585,Buccochromis heterotaenia
ERR14733918,302,15649766538,PRJEB21343,SAMEA117805822,ERX14135343,HiSeq X Ten,DN495170T:C7,PAIRED,RANDOM,GENOMIC,Gephyrochromis sp. 'zebroides',ILLUMINA,ERP023585,Gephyrochromis sp. 'zebroides'
ERR14733919,302,15686956630,PRJEB21343,SAMEA117805823,ERX14135344,HiSeq X Ten,DN495170T:D7,PAIRED,RANDOM,GENOMIC,Aulonocara saulosi,ILLUMINA,ERP023585,Aulonocara saulosi
ERR14733920,302,17725386264,PRJEB21343,SAMEA117805825,ERX14135345,HiSeq X Ten,DN495170T:E7,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14733921,302,15904818524,PRJEB21343,SAMEA117805826,ERX14135346,HiSeq X Ten,DN495170T:F7,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14733922,302,16633217760,PRJEB21343,SAMEA117805827,ERX14135347,HiSeq X Ten,DN495170T:G7,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14733923,302,16579020538,PRJEB21343,SAMEA117805828,ERX14135348,HiSeq X Ten,DN495170T:H7,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14733924,302,15543612934,PRJEB21343,SAMEA117805830,ERX14135349,HiSeq X Ten,DN495170T:A8,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14733925,302,14774695264,PRJEB21343,SAMEA117805832,ERX14135350,HiSeq X Ten,DN495170T:B8,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14733926,302,16004596304,PRJEB21343,SAMEA117805834,ERX14135351,HiSeq X Ten,DN495170T:C8,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14733927,302,14494386716,PRJEB21343,SAMEA117805835,ERX14135352,HiSeq X Ten,DN495170T:D8,PAIRED,RANDOM,GENOMIC,Tropheops sp. yellow gular,ILLUMINA,ERP023585,Tropheops sp. yellow gular
ERR14733928,302,17244584144,PRJEB21343,SAMEA117805840,ERX14135353,HiSeq X Ten,DN495170T:E8,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14733929,302,17089569658,PRJEB21343,SAMEA117805841,ERX14135354,HiSeq X Ten,DN495170T:F8,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14733930,302,16988777158,PRJEB21343,SAMEA117805842,ERX14135355,HiSeq X Ten,DN495170T:G8,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14733931,302,15038492566,PRJEB21343,SAMEA117805843,ERX14135356,HiSeq X Ten,DN495170T:H8,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14733932,302,15324842624,PRJEB21343,SAMEA117805483,ERX14135357,HiSeq X Ten,DN495170T:A10,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733933,302,15506662630,PRJEB21343,SAMEA117805484,ERX14135358,HiSeq X Ten,DN495170T:B10,PAIRED,RANDOM,GENOMIC,Mylochromis epichorialis,ILLUMINA,ERP023585,Mylochromis epichoralis
ERR14733934,302,16122725114,PRJEB21343,SAMEA117805485,ERX14135359,HiSeq X Ten,DN495170T:C10,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733935,302,13809900998,PRJEB21343,SAMEA117805490,ERX14135360,HiSeq X Ten,DN495170T:D10,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733936,302,17051405314,PRJEB21343,SAMEA117805492,ERX14135361,HiSeq X Ten,DN495170T:E10,PAIRED,RANDOM,GENOMIC,Cyathochromis obliquidens,ILLUMINA,ERP023585,Cyathochromis obliquidens
ERR14733937,302,14870241722,PRJEB21343,SAMEA117805493,ERX14135362,HiSeq X Ten,DN495170T:F10,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733938,302,17262317584,PRJEB21343,SAMEA117805495,ERX14135363,HiSeq X Ten,DN495170T:G10,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733939,302,17436770300,PRJEB21343,SAMEA117805498,ERX14135364,HiSeq X Ten,DN495170T:H10,PAIRED,RANDOM,GENOMIC,Lethrinops cf. oculatus,ILLUMINA,ERP023585,Lethrinops cf. oculatus
ERR14733940,302,15664633998,PRJEB21343,SAMEA117805500,ERX14135365,HiSeq X Ten,DN495170T:A11,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'olive',ILLUMINA,ERP023585,Tropheops sp. 'olive'
ERR14733941,302,16568623886,PRJEB21343,SAMEA117805504,ERX14135366,HiSeq X Ten,DN495170T:B11,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733942,302,14521237838,PRJEB21343,SAMEA117805506,ERX14135367,HiSeq X Ten,DN495170T:C11,PAIRED,RANDOM,GENOMIC,Tropheops tropheops gracilior,ILLUMINA,ERP023585,Tropheops gracilior
ERR14733943,302,15922573708,PRJEB21343,SAMEA117805508,ERX14135368,HiSeq X Ten,DN495170T:D11,PAIRED,RANDOM,GENOMIC,Dimidiochromis kiwinge,ILLUMINA,ERP023585,Dimidiochromis kiwinge
ERR14733944,302,16262261798,PRJEB21343,SAMEA117805509,ERX14135369,HiSeq X Ten,DN495170T:E11,PAIRED,RANDOM,GENOMIC,Protomelas kirkii,ILLUMINA,ERP023585,Protomelas kirkii
ERR14733945,302,16905883594,PRJEB21343,SAMEA117805514,ERX14135370,HiSeq X Ten,DN495170T:F11,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP023585,Copadichromis virginalis
ERR14733946,302,16275046364,PRJEB21343,SAMEA117805520,ERX14135371,HiSeq X Ten,DN495170T:G11,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP023585,Copadichromis virginalis
ERR14733947,302,15739212596,PRJEB21343,SAMEA117805528,ERX14135372,HiSeq X Ten,DN495170T:H11,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733948,302,14594766684,PRJEB21343,SAMEA117805551,ERX14135373,HiSeq X Ten,DN495171U:A1,PAIRED,RANDOM,GENOMIC,Placidochromis acutirostris,ILLUMINA,ERP023585,Placidochromis acutirostris
ERR14733949,302,14486647362,PRJEB21343,SAMEA117805552,ERX14135374,HiSeq X Ten,DN495171U:B1,PAIRED,RANDOM,GENOMIC,Placidochromis acutirostris,ILLUMINA,ERP023585,Placidochromis acutirostris
ERR14733950,302,15527498214,PRJEB21343,SAMEA117805553,ERX14135375,HiSeq X Ten,DN495171U:C1,PAIRED,RANDOM,GENOMIC,Placidochromis acutirostris,ILLUMINA,ERP023585,Placidochromis acutirostris
ERR14733951,302,16244893174,PRJEB21343,SAMEA117805554,ERX14135376,HiSeq X Ten,DN495171U:D1,PAIRED,RANDOM,GENOMIC,Petrotilapia sp. 'black flank',ILLUMINA,ERP023585,Petrotilapia sp. 'black flank'
ERR14733952,302,14915516656,PRJEB21343,SAMEA117805555,ERX14135377,HiSeq X Ten,DN495171U:E1,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14733953,302,14415333686,PRJEB21343,SAMEA117805557,ERX14135378,HiSeq X Ten,DN495171U:F1,PAIRED,RANDOM,GENOMIC,Tropheops sp. orange head,ILLUMINA,ERP023585,Tropheops sp. orange head
ERR14733954,302,15811754506,PRJEB21343,SAMEA117805558,ERX14135379,HiSeq X Ten,DN495171U:G1,PAIRED,RANDOM,GENOMIC,Tropheops sp. orange head,ILLUMINA,ERP023585,Tropheops sp. orange head
ERR14733955,302,16050714422,PRJEB21343,SAMEA117805561,ERX14135380,HiSeq X Ten,DN495171U:H1,PAIRED,RANDOM,GENOMIC,Dentimargo cruzmoralai,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14733956,302,11836762254,PRJEB21343,SAMEA117805562,ERX14135381,HiSeq X Ten,DN495171U:A2,PAIRED,RANDOM,GENOMIC,Dentimargo debruini,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14733957,302,15277044178,PRJEB21343,SAMEA117805564,ERX14135382,HiSeq X Ten,DN495171U:B2,PAIRED,RANDOM,GENOMIC,Tropheops sp. orange head,ILLUMINA,ERP023585,Tropheops sp. orange head
ERR14733958,302,13407450664,PRJEB21343,SAMEA117805567,ERX14135383,HiSeq X Ten,DN495171U:C2,PAIRED,RANDOM,GENOMIC,Dentimargo dimidia,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14733959,302,15621596884,PRJEB21343,SAMEA117805568,ERX14135384,HiSeq X Ten,DN495171U:D2,PAIRED,RANDOM,GENOMIC,Dentimargo dispoliata,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14733960,302,16493625508,PRJEB21343,SAMEA117805569,ERX14135385,HiSeq X Ten,DN495171U:E2,PAIRED,RANDOM,GENOMIC,Dentimargo eburneola,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14733961,302,15779413930,PRJEB21343,SAMEA117805576,ERX14135386,HiSeq X Ten,DN495171U:F2,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733962,302,17941894594,PRJEB21343,SAMEA117805577,ERX14135387,HiSeq X Ten,DN495171U:G2,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733963,302,16545285024,PRJEB21343,SAMEA117805579,ERX14135388,HiSeq X Ten,DN495171U:H2,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733964,302,15582802266,PRJEB21343,SAMEA117805580,ERX14135389,HiSeq X Ten,DN495171U:A3,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733965,302,15948709996,PRJEB21343,SAMEA117805586,ERX14135390,HiSeq X Ten,DN495171U:B3,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14733966,302,16518878144,PRJEB21343,SAMEA117805587,ERX14135391,HiSeq X Ten,DN495171U:C3,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14733967,302,15904931774,PRJEB21343,SAMEA117805608,ERX14135392,HiSeq X Ten,DN495171U:D3,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733968,302,14952737854,PRJEB21343,SAMEA117805609,ERX14135393,HiSeq X Ten,DN495171U:E3,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733969,302,15572814220,PRJEB21343,SAMEA117805610,ERX14135394,HiSeq X Ten,DN495171U:F3,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733970,302,14706446586,PRJEB21343,SAMEA117805611,ERX14135395,HiSeq X Ten,DN495171U:G3,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733971,302,15761838134,PRJEB21343,SAMEA117805612,ERX14135396,HiSeq X Ten,DN495171U:H3,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733972,302,13389843158,PRJEB21343,SAMEA117805613,ERX14135397,HiSeq X Ten,DN495171U:A4,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733973,302,15116110492,PRJEB21343,SAMEA117805614,ERX14135398,HiSeq X Ten,DN495171U:B4,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733974,302,16343897230,PRJEB21343,SAMEA117805616,ERX14135399,HiSeq X Ten,DN495171U:C4,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733975,302,17313633424,PRJEB21343,SAMEA117805617,ERX14135400,HiSeq X Ten,DN495171U:D4,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733976,302,16362779176,PRJEB21343,SAMEA117805619,ERX14135401,HiSeq X Ten,DN495171U:E4,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733977,302,16279582706,PRJEB21343,SAMEA117805640,ERX14135402,HiSeq X Ten,DN495171U:F4,PAIRED,RANDOM,GENOMIC,Stigmatochromis modestus,ILLUMINA,ERP023585,Stigmatochromis modestus
ERR14733978,302,15590914892,PRJEB21343,SAMEA117805641,ERX14135403,HiSeq X Ten,DN495171U:G4,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733979,302,14956583522,PRJEB21343,SAMEA117805642,ERX14135404,HiSeq X Ten,DN495171U:H4,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733980,302,13190386352,PRJEB21343,SAMEA117805652,ERX14135405,HiSeq X Ten,DN495171U:A6,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733981,302,14387985472,PRJEB21343,SAMEA117805653,ERX14135406,HiSeq X Ten,DN495171U:B6,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733982,302,14613009900,PRJEB21343,SAMEA117805654,ERX14135407,HiSeq X Ten,DN495171U:C6,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733983,302,15254989118,PRJEB21343,SAMEA117805655,ERX14135408,HiSeq X Ten,DN495171U:D6,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733984,302,16013758380,PRJEB21343,SAMEA117805656,ERX14135409,HiSeq X Ten,DN495171U:E6,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733985,302,15882740210,PRJEB21343,SAMEA117805657,ERX14135410,HiSeq X Ten,DN495171U:F6,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733986,302,16324052508,PRJEB21343,SAMEA117805658,ERX14135411,HiSeq X Ten,DN495171U:G6,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733987,302,14578432108,PRJEB21343,SAMEA117805659,ERX14135412,HiSeq X Ten,DN495171U:H6,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733988,302,15203266786,PRJEB21343,SAMEA117805660,ERX14135413,HiSeq X Ten,DN495171U:A7,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733989,302,15446749152,PRJEB21343,SAMEA117805661,ERX14135414,HiSeq X Ten,DN495171U:B7,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733990,302,15177805166,PRJEB21343,SAMEA117805669,ERX14135415,HiSeq X Ten,DN495171U:C7,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14733991,302,15158399854,PRJEB21343,SAMEA117805671,ERX14135416,HiSeq X Ten,DN495171U:D7,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733992,302,16709020666,PRJEB21343,SAMEA117805672,ERX14135417,HiSeq X Ten,DN495171U:F7,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733993,302,17602596084,PRJEB21343,SAMEA117805673,ERX14135418,HiSeq X Ten,DN495171U:G7,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733994,302,16015408810,PRJEB21343,SAMEA117805679,ERX14135419,HiSeq X Ten,DN495171U:H7,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733995,302,15958274940,PRJEB21343,SAMEA117805681,ERX14135420,HiSeq X Ten,DN495171U:A8,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733996,302,15903637402,PRJEB21343,SAMEA117805690,ERX14135421,HiSeq X Ten,DN495171U:B8,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733997,302,16009124492,PRJEB21343,SAMEA117805693,ERX14135422,HiSeq X Ten,DN495171U:C8,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14733998,302,15726906398,PRJEB21343,SAMEA117805695,ERX14135423,HiSeq X Ten,DN495171U:D8,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14733999,302,16397928956,PRJEB21343,SAMEA117805707,ERX14135424,HiSeq X Ten,DN495171U:E8,PAIRED,RANDOM,GENOMIC,Maylandia sp. 'pearly',ILLUMINA,ERP023585,Maylandia sp. 'pearly'
ERR14734000,302,15556622188,PRJEB21343,SAMEA117805710,ERX14135425,HiSeq X Ten,DN495171U:F8,PAIRED,RANDOM,GENOMIC,Otopharynx decorus,ILLUMINA,ERP023585,Otopharynx decorus
ERR14734001,302,16188038654,PRJEB21343,SAMEA117805728,ERX14135426,HiSeq X Ten,DN495171U:G8,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734002,302,15473676680,PRJEB21343,SAMEA117805730,ERX14135427,HiSeq X Ten,DN495171U:H8,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734003,302,15269585382,PRJEB21343,SAMEA117805735,ERX14135428,HiSeq X Ten,DN495171U:A9,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734004,302,15153132672,PRJEB21343,SAMEA117805738,ERX14135429,HiSeq X Ten,DN495171U:B9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP023585,Maylandia callainos
ERR14734005,302,14926918666,PRJEB21343,SAMEA117805758,ERX14135430,HiSeq X Ten,DN495171U:C9,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'blue orange chilumba 2016',ILLUMINA,ERP023585,Aulonocara sp. 'blue orange chilumba 2016'
ERR14734006,302,16361455812,PRJEB21343,SAMEA117805762,ERX14135431,HiSeq X Ten,DN495171U:D9,PAIRED,RANDOM,GENOMIC,Aulonocara sp. 'blue orange chilumba 2016',ILLUMINA,ERP023585,Aulonocara sp. 'blue orange chilumba 2016'
ERR14734007,302,16513164908,PRJEB21343,SAMEA117805765,ERX14135432,HiSeq X Ten,DN495171U:E9,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP023585,Labeotropheus fuelleborni
ERR14734008,302,16406613570,PRJEB21343,SAMEA117805791,ERX14135433,HiSeq X Ten,DN495171U:F9,PAIRED,RANDOM,GENOMIC,Placidochromis johnstoni,ILLUMINA,ERP023585,Placidochromis johnstoni
ERR14734009,302,18274134458,PRJEB21343,SAMEA117805793,ERX14135434,HiSeq X Ten,DN495171U:G9,PAIRED,RANDOM,GENOMIC,Stigmatochromis pholidophorus,ILLUMINA,ERP023585,Stigmatochromis pholidophorus
ERR14734010,302,16511886542,PRJEB21343,SAMEA117805794,ERX14135435,HiSeq X Ten,DN495171U:H9,PAIRED,RANDOM,GENOMIC,Stigmatochromis pholidophorus,ILLUMINA,ERP023585,Stigmatochromis pholidophorus
ERR14734011,302,17602776982,PRJEB21343,SAMEA117805824,ERX14135436,HiSeq X Ten,DN495171U:A11,PAIRED,RANDOM,GENOMIC,Petrotilapia genalutea,ILLUMINA,ERP023585,Petrotilapia genalutea
ERR14734012,302,19523753984,PRJEB21343,SAMEA117805829,ERX14135437,HiSeq X Ten,DN495171U:B11,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734013,302,16742674942,PRJEB21343,SAMEA117805831,ERX14135438,HiSeq X Ten,DN495171U:C11,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734014,302,17744817246,PRJEB21343,SAMEA117805833,ERX14135439,HiSeq X Ten,DN495171U:D11,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734015,302,18103515028,PRJEB21343,SAMEA117805836,ERX14135440,HiSeq X Ten,DN495171U:E11,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734016,302,17588316618,PRJEB21343,SAMEA117805838,ERX14135441,HiSeq X Ten,DN495171U:F11,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734017,302,18194979956,PRJEB21343,SAMEA117805839,ERX14135442,HiSeq X Ten,DN495171U:G11,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14734018,302,13767800084,PRJEB21343,SAMEA117805939,ERX14135443,HiSeq X Ten,DN495172V:A1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14734019,302,15799666654,PRJEB21343,SAMEA117805940,ERX14135444,HiSeq X Ten,DN495172V:B1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14734020,302,15647848234,PRJEB21343,SAMEA117805941,ERX14135445,HiSeq X Ten,DN495172V:C1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734021,302,15018617644,PRJEB21343,SAMEA117805942,ERX14135446,HiSeq X Ten,DN495172V:D1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734022,302,15304049320,PRJEB21343,SAMEA117805943,ERX14135447,HiSeq X Ten,DN495172V:E1,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'yellow gular',ILLUMINA,ERP023585,Tropheops sp. 'yellow gular'
ERR14734023,302,14905780176,PRJEB21343,SAMEA117805944,ERX14135448,HiSeq X Ten,DN495172V:F1,PAIRED,RANDOM,GENOMIC,Tramitichromis sp. 'east-coast shallow',ILLUMINA,ERP023585,Tramitichromis sp. 'east-coast shallow'
ERR14734024,302,17567153364,PRJEB21343,SAMEA117805945,ERX14135449,HiSeq X Ten,DN495172V:G1,PAIRED,RANDOM,GENOMIC,Aulonocara saulosi,ILLUMINA,ERP023585,Aulonocara saulosi
ERR14734025,302,14731646372,PRJEB21343,SAMEA117805946,ERX14135450,HiSeq X Ten,DN495172V:H1,PAIRED,RANDOM,GENOMIC,Aulonocara saulosi,ILLUMINA,ERP023585,Aulonocara saulosi
ERR14734026,302,12447045968,PRJEB21343,SAMEA117805947,ERX14135451,HiSeq X Ten,DN495172V:A2,PAIRED,RANDOM,GENOMIC,Aulonocara saulosi,ILLUMINA,ERP023585,Aulonocara saulosi
ERR14734027,302,15865229344,PRJEB21343,SAMEA117805949,ERX14135452,HiSeq X Ten,DN495172V:B2,PAIRED,RANDOM,GENOMIC,Cheilochromis euchilus,ILLUMINA,ERP023585,Cheilochromis euchilus
ERR14734028,302,14227272850,PRJEB21343,SAMEA117805950,ERX14135453,HiSeq X Ten,DN495172V:C2,PAIRED,RANDOM,GENOMIC,Cheilochromis euchilus,ILLUMINA,ERP023585,Cheilochromis euchilus
ERR14734029,302,14153444420,PRJEB21343,SAMEA117805951,ERX14135454,HiSeq X Ten,DN495172V:D2,PAIRED,RANDOM,GENOMIC,Sciaenochromis sp. 'nyasse',ILLUMINA,ERP023585,Sciaenochromis sp. 'nyassae'
ERR14734030,302,16774505742,PRJEB21343,SAMEA117805953,ERX14135455,HiSeq X Ten,DN495172V:F2,PAIRED,RANDOM,GENOMIC,Mylochromis labidodon,ILLUMINA,ERP023585,Mylochromis labidodon
ERR14734031,302,17753804162,PRJEB21343,SAMEA117805954,ERX14135456,HiSeq X Ten,DN495172V:G2,PAIRED,RANDOM,GENOMIC,Melanochromis auratus,ILLUMINA,ERP023585,Melanochromis auratus
ERR14734032,302,15423041850,PRJEB21343,SAMEA117805956,ERX14135457,HiSeq X Ten,DN495172V:H2,PAIRED,RANDOM,GENOMIC,Melanochromis auratus,ILLUMINA,ERP023585,Melanochromis auratus
ERR14734033,302,14825693702,PRJEB21343,SAMEA117805957,ERX14135458,HiSeq X Ten,DN495172V:A3,PAIRED,RANDOM,GENOMIC,Melanochromis auratus,ILLUMINA,ERP023585,Melanochromis auratus
