Index,SampleID,Organism_ad,GenomeVersion,RunIDs,Coverage,TotalReads,InversionReads,DuplicationReads,ClippedReads,ChimericReads,bwa_version,gatk_version,pysam_version,BamSize,ProjectID,UnmappedReads,DiscordantReads,File,Organism_lmf,Ecogroup
116,SAMEA3388864,Copadichromis likomae,Mzebra_UMD2a,ERR1081376,17.42384678,133464612,270088,203138,2358292,3631635,0.7.17,4.2.6.1,0.15.3,10712694436,PRJEB1254,3217728,5535428,PRJEB1254/ERR1081376.unmapped_marked_adapters.bam,Hemitilapia oxyrhynchus,Shallow_Benthic
117,SAMEA2661338,Copadichromis likomae,Mzebra_UMD2a,ERR730995,7.564624661,57944133,52614,49524,1271360,1035133,0.7.17,4.2.6.1,0.15.3,5045540514,PRJEB1254,224192,1119532,PRJEB1254/ERR730995.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
118,SAMEA4032126,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749444,31.83177426,201844071,322928,349234,3180197,6013533,0.7.17,4.2.6.0,0.15.3,20139528278,PRJEB15289,1185774,8494672,PRJEB15289/ERR1749444.unmapped_marked_adapters.bam,Rhamphochromis woodi,Rhampochromis
119,SAMEA2661225,Copadichromis likomae,Mzebra_UMD2a,ERR702294,7.536580626,57729319,76864,51250,1897411,1385321,0.7.17,4.2.6.1,0.15.3,4930475200,PRJEB1254,226693,1171902,PRJEB1254/ERR702294.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
120,SAMEA2661287,Copadichromis likomae,Mzebra_UMD2a,ERR715484,5.676129927,43478486,54534,45598,999559,1026787,0.7.17,4.2.6.1,0.15.3,3698979876,PRJEB1254,199909,1132170,PRJEB1254/ERR715484.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic
121,SAMEA2661297,Copadichromis likomae,Mzebra_UMD2a,ERR730964,7.979347101,61120858,61488,51840,1502477,1130483,0.7.17,4.2.6.1,0.15.3,5486283353,PRJEB1254,257783,1089904,PRJEB1254/ERR730964.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
122,SAMEA6147769,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR3634110,29.68825267,188252082,518458,451616,6539824,10732872,0.7.17,4.2.6.0,0.15.3,20759299206,PRJEB15289,2907928,13871826,PRJEB15289/ERR3634110.unmapped_marked_adapters.bam,Astatotilapia ruaha blue,Riverine
123,SAMEA2661355,Copadichromis likomae,Mzebra_UMD2a,ERR731010,8.408953714,64411594,56194,55388,1452844,1125766,0.7.17,4.2.6.1,0.15.3,5501439741,PRJEB1254,257480,1195320,PRJEB1254/ERR731010.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
124,SAMEA3388853,Copadichromis likomae,Mzebra_UMD2a,ERR1081365,16.14964701,123704392,211110,206808,1976481,2921179,0.7.17,4.2.6.1,0.15.3,10125672649,PRJEB1254,795784,5861120,PRJEB1254/ERR1081365.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
125,SAMEA2661324,Copadichromis likomae,Mzebra_UMD2a,ERR730983,5.647717871,43260853,42794,39200,880402,822910,0.7.17,4.2.6.1,0.15.3,3652632286,PRJEB1254,172187,937836,PRJEB1254/ERR730983.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
126,SAMEA2661412,Copadichromis likomae,Mzebra_UMD2a,ERR702249,7.545353868,57796521,55266,53950,1068267,1029220,0.7.17,4.2.6.1,0.15.3,4895609121,PRJEB1254,277967,1285554,PRJEB1254/ERR702249.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
127,SAMEA6147765,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR3634109,32.08023956,203419580,490350,534768,6797434,10719712,0.7.17,4.2.6.0,0.15.3,22180176910,PRJEB15289,1868388,13790814,PRJEB15289/ERR3634109.unmapped_marked_adapters.bam,Astatotilapia rukwa large yellow,Riverine
128,SAMEA2661389,Copadichromis likomae,Mzebra_UMD2a,ERR715538,21.73704607,166503210,164930,165178,3301887,3107692,0.7.17,4.2.6.1,0.15.3,13613238649,PRJEB1254,678937,3679630,PRJEB1254/ERR715538.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
129,SAMEA4033250,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749403,35.97958827,228145202,261272,306310,2925287,4637108,0.7.17,4.2.6.0,0.15.3,24922248141,PRJEB15289,1277935,6780108,PRJEB15289/ERR1749403.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
130,SAMEA2661375,Copadichromis likomae,Mzebra_UMD2a,ERR702224,7.043867037,53955191,54188,49600,999979,981355,0.7.17,4.2.6.1,0.15.3,4626349438,PRJEB1254,243414,1190288,PRJEB1254/ERR702224.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
131,SAMEA2661348,Copadichromis likomae,Mzebra_UMD2a,ERR755301,6.789935191,52010103,49830,43616,987982,939336,0.7.17,4.2.6.1,0.15.3,4617516245,PRJEB1254,208560,1004668,PRJEB1254/ERR755301.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
132,SAMEA4033316,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749439,33.24419134,210800154,307514,345598,3191625,5746119,0.7.17,4.2.6.0,0.15.3,21940535131,PRJEB15289,1230966,7823916,PRJEB15289/ERR1749439.unmapped_marked_adapters.bam,Tramitichromis brevis,Shallow_Benthic
133,SAMEA1920094,Copadichromis likomae,Mzebra_UMD2a,"ERR315231,,ERR303343,,ERR303352,,ERR303361,,ERR303370,,ERR303379,,ERR303388,,ERR303397,,ERR303406",45.35695349,434286145,423380,337856,6604280,5507104,0.7.17,4.2.6.1,0.15.3,55098830688,PRJEB1254,2597759,11405966,PRJEB1254/ERR315231.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic
134,SAMEA2661235,Copadichromis likomae,Mzebra_UMD2a,ERR702302,6.416263121,49147819,81544,45148,2255649,1332822,0.7.17,4.2.6.1,0.15.3,4217654939,PRJEB1254,182868,920022,PRJEB1254/ERR702302.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
135,SAMEA4032061,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749497,39.45738801,250197798,397702,433972,3986408,7447482,0.7.17,4.2.6.0,0.15.3,25367690235,PRJEB15289,1307194,10504484,PRJEB15289/ERR1749497.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
136,SAMEA1877447,Copadichromis likomae,Mzebra_UMD2a,"ERR266454,,ERR266470,,ERR266478",17.92567111,171635659,161504,135608,2417938,1912042,0.7.17,4.2.6.1,0.15.3,21061096388,PRJEB1254,1030542,4739884,PRJEB1254/ERR266454.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine
137,SAMEA2661436,Copadichromis likomae,Mzebra_UMD2a,ERR702272,6.23170806,47734149,49728,43748,981551,889367,0.7.17,4.2.6.1,0.15.3,4176793951,PRJEB1254,249306,1060906,PRJEB1254/ERR702272.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
138,SAMEA4033268,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749484,34.20104205,216867508,308206,328996,3197883,5721850,0.7.17,4.2.6.0,0.15.3,21939379032,PRJEB15289,1152521,8165022,PRJEB15289/ERR1749484.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
139,SAMEA2661328,Copadichromis likomae,Mzebra_UMD2a,ERR730987,7.005352214,53660172,50892,45328,1331224,995895,0.7.17,4.2.6.1,0.15.3,4686300856,PRJEB1254,200302,984570,PRJEB1254/ERR730987.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
140,SAMEA2661374,Copadichromis likomae,Mzebra_UMD2a,ERR731025,8.542371433,65433558,67736,59130,1545172,1240770,0.7.17,4.2.6.1,0.15.3,5553667616,PRJEB1254,243403,1393104,PRJEB1254/ERR731025.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
141,SAMEA6147771,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR3634112,32.58782863,206638183,498082,531774,6783889,11027633,0.7.17,4.2.6.0,0.15.3,22704758757,PRJEB15289,1779321,14420654,PRJEB15289/ERR3634112.unmapped_marked_adapters.bam,Astatotilapia ruaha yellow,Riverine
142,SAMEA1920098,Copadichromis likomae,Mzebra_UMD2a,"ERR315235,,ERR303347,,ERR303356,,ERR303365,,ERR303374,,ERR303383,,ERR303392,,ERR303401,,ERR303410",41.29466611,395390342,419594,334926,5859316,4948207,0.7.17,4.2.6.1,0.15.3,50652111534,PRJEB1254,2937010,12920208,PRJEB1254/ERR315235.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic
143,SAMEA2661251,Copadichromis likomae,Mzebra_UMD2a,ERR715502,18.54848733,142079226,176214,130670,3489271,3130776,0.7.17,4.2.6.1,0.15.3,10497209010,PRJEB1254,693191,3187930,PRJEB1254/ERR715502.unmapped_marked_adapters.bam,Dimidiochromis compressiceps (Malawi eyebiter),Shallow_Benthic
144,SAMEA4032123,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749438,33.07830563,209748279,318654,349266,3213397,5854258,0.7.17,4.2.6.0,0.15.3,21565560506,PRJEB15289,1612495,7864904,PRJEB15289/ERR1749438.unmapped_marked_adapters.bam,Tramitichromis brevis,Shallow_Benthic
145,SAMEA1920095,Copadichromis likomae,Mzebra_UMD2a,"ERR315232,,ERR303344,,ERR303353,,ERR303362,,ERR303371,,ERR303380,,ERR303389,,ERR303398,,ERR303407",37.02354376,354494975,321800,280562,5535989,4615086,0.7.17,4.2.6.1,0.15.3,45274118359,PRJEB1254,2340519,8379114,PRJEB1254/ERR315232.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic
146,SAMEA4033289,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749526,31.35076018,198793979,354812,384530,3278991,6483539,0.7.17,4.2.6.0,0.15.3,20996442030,PRJEB15289,971709,8637072,PRJEB15289/ERR1749526.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
147,SAMEA2661228,Copadichromis likomae,Mzebra_UMD2a,ERR702296,6.330757105,48492853,55956,44446,1108610,1032713,0.7.17,4.2.6.1,0.15.3,4265544147,PRJEB1254,219762,1072952,PRJEB1254/ERR702296.unmapped_marked_adapters.bam,Chilotilapia rhoadesii,Shallow_Benthic
148,SAMEA2661256,Copadichromis likomae,Mzebra_UMD2a,ERR715507,16.47671092,126209663,145600,135242,2824762,2702708,0.7.17,4.2.6.1,0.15.3,9137048709,PRJEB1254,552375,3145260,PRJEB1254/ERR715507.unmapped_marked_adapters.bam,Aulonocara minutus,Deep_Benthic
149,SAMEA4032050,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749475,37.17819709,235745535,351136,358312,3584703,6784772,0.7.17,4.2.6.0,0.15.3,23170725162,PRJEB15289,1151449,8535578,PRJEB15289/ERR1749475.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
150,SAMEA2661267,Copadichromis likomae,Mzebra_UMD2a,ERR715477,5.730319273,43893570,40200,35962,875540,701965,0.7.17,4.2.6.1,0.15.3,3663913987,PRJEB1254,163650,836382,PRJEB1254/ERR715477.unmapped_marked_adapters.bam,Labeotropheus trewavasae (scrapermouth mbuna),Mbuna
151,SAMEA2661449,Copadichromis likomae,Mzebra_UMD2a,ERR702285,7.848100564,60115525,76834,51968,2152315,1306180,0.7.17,4.2.6.1,0.15.3,5012208187,PRJEB1254,162846,980550,PRJEB1254/ERR702285.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
152,SAMEA4032098,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749532,31.16321766,197604779,300002,321510,3128302,5479104,0.7.17,4.2.6.0,0.15.3,21240690623,PRJEB15289,1137378,7551082,PRJEB15289/ERR1749532.unmapped_marked_adapters.bam,Aristochromis christyi,Shallow_Benthic
153,SAMEA2661303,Copadichromis likomae,Mzebra_UMD2a,ERR730969,8.325268092,63770572,75606,53890,2009748,1354461,0.7.17,4.2.6.1,0.15.3,5686857051,PRJEB1254,221232,1092676,PRJEB1254/ERR730969.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
154,SAMEA2661250,Copadichromis likomae,Mzebra_UMD2a,ERR702308,6.664870733,51052124,56738,50692,1074319,1050713,0.7.17,4.2.6.1,0.15.3,4453037348,PRJEB1254,256895,1234698,PRJEB1254/ERR702308.unmapped_marked_adapters.bam,Chilotilapia rhoadesii,Shallow_Benthic
155,SAMEA4033300,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749546,34.87096295,221115451,269824,320916,2858999,4854129,0.7.17,4.2.6.0,0.15.3,22932489200,PRJEB15289,1040974,7031082,PRJEB15289/ERR1749546.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Shallow_Benthic
156,SAMEA2661242,Copadichromis likomae,Mzebra_UMD2a,ERR715498,17.7424415,135905010,138650,125646,2629386,2662108,0.7.17,4.2.6.1,0.15.3,10005347581,PRJEB1254,646016,3328874,PRJEB1254/ERR715498.unmapped_marked_adapters.bam,Ctenopharynx nitidus,Shallow_Benthic
157,SAMEA4032106,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749549,36.27686525,230030224,313432,324572,3436732,6243022,0.7.17,4.2.6.0,0.15.3,22476453793,PRJEB15289,1241271,8117070,PRJEB15289/ERR1749549.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic
158,SAMEA2661351,Copadichromis likomae,Mzebra_UMD2a,ERR731006,7.86018639,60208101,52724,51368,1349101,1077979,0.7.17,4.2.6.1,0.15.3,5159091172,PRJEB1254,226848,1116212,PRJEB1254/ERR731006.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
159,SAMEA2661216,Copadichromis likomae,Mzebra_UMD2a,ERR702288,6.895811886,52821106,58020,52534,1049420,1073469,0.7.17,4.2.6.1,0.15.3,4608064882,PRJEB1254,294646,1281210,PRJEB1254/ERR702288.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic
160,SAMEA4032049,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749473,34.36191322,217887586,324166,337754,3225478,6047775,0.7.17,4.2.6.0,0.15.3,22052480864,PRJEB15289,1042581,8370406,PRJEB15289/ERR1749473.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
161,SAMEA1920097,Copadichromis likomae,Mzebra_UMD2a,"ERR315234,,ERR303346,,ERR303355,,ERR303364,,ERR303373,,ERR303382,,ERR303391,,ERR303400,,ERR303409",45.79094722,438441571,442374,360908,6440552,5441512,0.7.17,4.2.6.1,0.15.3,55975576179,PRJEB1254,3611952,13785484,PRJEB1254/ERR315234.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic
162,SAMEA2661346,Copadichromis likomae,Mzebra_UMD2a,ERR731002,7.53553557,57721314,51162,50184,1255759,1014044,0.7.17,4.2.6.1,0.15.3,14713929965,PRJEB1254,226547,1141228,PRJEB1254/ERR731002.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
163,SAMEA4033274,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749496,40.35201394,255870587,417174,460120,4214631,8103068,0.7.17,4.2.6.0,0.15.3,26192517938,PRJEB15289,1382619,11412122,PRJEB15289/ERR1749496.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
164,SAMEA4033284,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749516,30.61445645,194125105,195104,243102,2151316,3577332,0.7.17,4.2.6.0,0.15.3,19218419348,PRJEB15289,904412,5294008,PRJEB15289/ERR1749516.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
165,SAMEA3388867,Copadichromis likomae,Mzebra_UMD2a,ERR1081378,16.22124433,124252819,352638,289768,4567570,5532047,0.7.17,4.2.6.1,0.15.3,10844706787,PRJEB1254,3691951,10106796,PRJEB1254/ERR1081378.unmapped_marked_adapters.bam,Astatotilapia tweddlei,Riverine
166,SAMEA2661379,Copadichromis likomae,Mzebra_UMD2a,ERR702228,4.09554894,31371422,32872,27194,712548,606026,0.7.17,4.2.6.1,0.15.3,2908469482,PRJEB1254,117774,627756,PRJEB1254/ERR702228.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
167,SAMEA2661237,Copadichromis likomae,Mzebra_UMD2a,ERR715493,18.15000639,139026909,229028,128880,4680311,3732110,0.7.17,4.2.6.1,0.15.3,10010033381,PRJEB1254,568638,2927554,PRJEB1254/ERR715493.unmapped_marked_adapters.bam,Champsochromis caeruelus,Shallow_Benthic
168,SAMEA4032090,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749517,34.79716406,220647495,377926,402122,3650157,7020245,0.7.17,4.2.6.0,0.15.3,22243664585,PRJEB15289,1189196,9284702,PRJEB15289/ERR1749517.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
169,SAMEA1904833,Copadichromis likomae,Mzebra_UMD2a,ERR294657,5.219657992,49977456,128074,36097822,6219875,544318,0.7.17,4.2.6.1,0.15.3,6457912146,PRJEB1254,766023,4272866,PRJEB1254/ERR294657.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
170,SAMEA1904323,Copadichromis likomae,Mzebra_UMD2a,"ERR299207,,ERR299198,,ERR295124",14.0335993,134369645,110550,100686,1914479,1492842,0.7.17,4.2.6.1,0.15.3,17799063855,PRJEB1254,793308,3079720,PRJEB1254/ERR299207.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
171,SAMEA4032048,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749471,29.42168633,186561795,303206,350776,2952266,5413404,0.7.17,4.2.6.0,0.15.3,20003832568,PRJEB15289,1106096,7786904,PRJEB15289/ERR1749471.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
172,SAMEA2661402,Copadichromis likomae,Mzebra_UMD2a,ERR702239,6.436253768,49300945,49754,42046,1102345,917374,0.7.17,4.2.6.1,0.15.3,4283524614,PRJEB1254,197626,1000864,PRJEB1254/ERR702239.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
173,SAMEA4032044,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749463,33.09889919,209878862,297792,324750,3172244,5569124,0.7.17,4.2.6.0,0.15.3,21635384827,PRJEB15289,1136806,7818120,PRJEB15289/ERR1749463.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
174,SAMEA2661385,Copadichromis likomae,Mzebra_UMD2a,ERR715534,18.20211803,139426078,128554,135050,2277170,2448342,0.7.17,4.2.6.1,0.15.3,11356530060,PRJEB1254,628420,3202822,PRJEB1254/ERR715534.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
175,SAMEA2661298,Copadichromis likomae,Mzebra_UMD2a,ERR730965,7.26847441,55675657,67682,48032,1368735,1077763,0.7.17,4.2.6.1,0.15.3,5088083849,PRJEB1254,241049,1041762,PRJEB1254/ERR730965.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
176,SAMEA2661306,Copadichromis likomae,Mzebra_UMD2a,ERR730971,7.511494992,57537166,70664,50104,2352536,1254425,0.7.17,4.2.6.1,0.15.3,5219950771,PRJEB1254,179490,950000,PRJEB1254/ERR730971.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
177,SAMEA3388868,Copadichromis likomae,Mzebra_UMD2a,ERR1081379,16.00973585,122632689,186464,185960,1889094,2513720,0.7.17,4.2.6.1,0.15.3,10011259832,PRJEB1254,721734,4876220,PRJEB1254/ERR1081379.unmapped_marked_adapters.bam,Taeniolethrinops furcicauda,Shallow_Benthic
178,SAMEA4033337,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1743777,33.43668437,212020745,709130,604976,10636512,15714646,0.7.17,4.2.6.0,0.15.3,23780531724,PRJEB15289,2858262,19857068,PRJEB15289/ERR1743777.unmapped_marked_adapters.bam,Pharyngochromis acuticeps,Riverine
179,SAMEA2661448,Copadichromis likomae,Mzebra_UMD2a,ERR702284,7.591055224,58146588,67502,54472,1441487,1224843,0.7.17,4.2.6.1,0.15.3,4974042783,PRJEB1254,227060,1164566,PRJEB1254/ERR702284.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
180,SAMEA2661302,Copadichromis likomae,Mzebra_UMD2a,ERR755296,7.661060087,58682817,71892,48672,1900303,1243716,0.7.17,4.2.6.1,0.15.3,5062784266,PRJEB1254,200754,1006330,PRJEB1254/ERR755296.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
181,SAMEA4033290,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749528,34.29577594,217468212,340522,370788,3403366,6489739,0.7.17,4.2.6.0,0.15.3,22910938689,PRJEB15289,1173535,8851498,PRJEB15289/ERR1749528.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
182,SAMEA3388856,Copadichromis likomae,Mzebra_UMD2a,ERR1081368,14.67271449,112391263,195400,181216,1867238,2743239,0.7.17,4.2.6.1,0.15.3,9165011376,PRJEB1254,711283,4861440,PRJEB1254/ERR1081368.unmapped_marked_adapters.bam,Rhamphochromis woodi,Rhampochromis
183,SAMEA1877409,Copadichromis likomae,Mzebra_UMD2a,"ERR266500,,ERR271661,,ERR271653",15.45701974,147998686,208048,139642,2359634,1952132,0.7.17,4.2.6.1,0.15.3,18382776658,PRJEB1254,1182164,6214692,PRJEB1254/ERR266500.unmapped_marked_adapters.bam,Placidochromis electra,Shallow_Benthic
184,SAMEA4033272,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749492,33.49299822,212377829,337502,355494,3180799,6480986,0.7.17,4.2.6.0,0.15.3,20576196700,PRJEB15289,1533769,8616822,PRJEB15289/ERR1749492.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
185,SAMEA1877421,Copadichromis likomae,Mzebra_UMD2a,"ERR266501,,ERR271654,,ERR271662",13.51732336,129426379,171232,127932,2112821,1873873,0.7.17,4.2.6.1,0.15.3,16096709943,PRJEB1254,788152,5621588,PRJEB1254/ERR266501.unmapped_marked_adapters.bam,Nimbochromis livingstoni,Shallow_Benthic
186,SAMEA4033293,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1757756,34.77970488,220536787,336068,363822,3495744,6156745,0.7.17,4.2.6.0,0.15.3,23794444409,PRJEB15289,1559429,8322346,PRJEB15289/ERR1757756.unmapped_marked_adapters.bam,Cyrtocara moori,Shallow_Benthic
187,SAMEA2661295,Copadichromis likomae,Mzebra_UMD2a,ERR715529,16.53595492,126663465,125766,111698,2274462,2326740,0.7.17,4.2.6.1,0.15.3,10595363092,PRJEB1254,519281,2669654,PRJEB1254/ERR715529.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
188,SAMEA2661408,Copadichromis likomae,Mzebra_UMD2a,ERR702245,7.881124963,60368488,62670,56468,1171200,1123382,0.7.17,4.2.6.1,0.15.3,5104303028,PRJEB1254,310031,1353410,PRJEB1254/ERR702245.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
189,SAMEA4033299,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749544,27.50072197,174381033,215392,249364,2244303,3780067,0.7.17,4.2.6.0,0.15.3,18706507639,PRJEB15289,845592,5602252,PRJEB15289/ERR1749544.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Shallow_Benthic
190,SAMEA2661345,Copadichromis likomae,Mzebra_UMD2a,ERR731001,7.050081493,54002793,49178,47144,1139821,964789,0.7.17,4.2.6.1,0.15.3,4613354377,PRJEB1254,217265,1110994,PRJEB1254/ERR731001.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
191,SAMEA2661359,Copadichromis likomae,Mzebra_UMD2a,ERR731013,8.241626856,63129890,57914,51260,1581664,1163195,0.7.17,4.2.6.1,0.15.3,5352331446,PRJEB1254,225816,1105964,PRJEB1254/ERR731013.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
192,SAMEA4033257,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749462,33.535526,212647496,304582,332268,3192185,5559753,0.7.17,4.2.6.0,0.15.3,21814539399,PRJEB15289,1151151,8006224,PRJEB15289/ERR1749462.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
193,SAMEA2661400,Copadichromis likomae,Mzebra_UMD2a,ERR702238,7.174074524,54952565,55782,48698,1181063,1023785,0.7.17,4.2.6.1,0.15.3,4687685808,PRJEB1254,215712,1162690,PRJEB1254/ERR702238.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
194,SAMEA2661432,Copadichromis likomae,Mzebra_UMD2a,ERR702268,7.437610826,56971222,64546,55900,1458080,1144168,0.7.17,4.2.6.1,0.15.3,4819171442,PRJEB1254,245585,1246084,PRJEB1254/ERR702268.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
195,SAMEA2661249,Copadichromis likomae,Mzebra_UMD2a,ERR715501,19.61417358,150242257,285886,224876,6588251,6532402,0.7.17,4.2.6.1,0.15.3,11961407188,PRJEB1254,1052670,6424722,PRJEB1254/ERR715501.unmapped_marked_adapters.bam,Astatotilapia rujewa,Riverine
196,SAMEA4033336,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1743776,33.53233926,212627289,662062,538664,10443254,14759851,0.7.17,4.2.6.0,0.15.3,23572688903,PRJEB15289,2768445,18432728,PRJEB15289/ERR1743776.unmapped_marked_adapters.bam,Serranochromis angusticeps,Riverine
197,SAMEA2661266,Copadichromis likomae,Mzebra_UMD2a,ERR715515,17.63609443,135090404,119734,110584,2279386,2077808,0.7.17,4.2.6.1,0.15.3,9835434451,PRJEB1254,671901,2739488,PRJEB1254/ERR715515.unmapped_marked_adapters.bam,Iodotropheus sprengerae,Mbuna
198,SAMEA4033249,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749401,26.07249121,165324676,188840,214544,2176574,3449524,0.7.17,4.2.6.0,0.15.3,53995116152,PRJEB15289,752213,4605898,PRJEB15289/ERR1749401.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
199,SAMEA2661390,Copadichromis likomae,Mzebra_UMD2a,ERR715539,20.78350541,159199201,145238,149914,2810649,2772606,0.7.17,4.2.6.1,0.15.3,13151605078,PRJEB1254,1108090,3567324,PRJEB1254/ERR715539.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
200,SAMEA2661219,Copadichromis likomae,Mzebra_UMD2a,ERR702291,6.722695775,51495057,58214,51876,1040021,1059632,0.7.17,4.2.6.1,0.15.3,4536404195,PRJEB1254,291197,1313810,PRJEB1254/ERR702291.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic
201,SAMEA2661372,Copadichromis likomae,Mzebra_UMD2a,ERR755305,6.52400081,49973077,58734,47348,1058552,1020719,0.7.17,4.2.6.1,0.15.3,4462356108,PRJEB1254,197914,1044462,PRJEB1254/ERR755305.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
202,SAMEA2661299,Copadichromis likomae,Mzebra_UMD2a,ERR730966,7.348792487,56290884,55822,47754,1207798,1030730,0.7.17,4.2.6.1,0.15.3,5145250499,PRJEB1254,247171,1079470,PRJEB1254/ERR730966.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
