Index,SampleID,Organism_ad,GenomeVersion,RunIDs,Coverage,TotalReads,InversionReads,DuplicationReads,ClippedReads,ChimericReads,bwa_version,gatk_version,pysam_version,BamSize,ProjectID,UnmappedReads,DiscordantReads,File,Organism_lmf,Ecogroup
203,SAMEA4033331,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1805665,28.75479604,182333069,582110,495924,6276360,11735998,0.7.17,4.2.6.0,0.15.3,21337079991,PRJEB15289,1619880,15182880,PRJEB15289/ERR1805665.unmapped_marked_adapters.bam,Astatotilapia tweddlei,Riverine
204,SAMEA2661354,Copadichromis likomae,Mzebra_UMD2a,ERR731009,8.340817678,63889680,60444,52894,1444085,1187681,0.7.17,4.2.6.1,0.15.3,5445784954,PRJEB1254,222289,1185494,PRJEB1254/ERR731009.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
205,SAMEA4032036,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749402,26.82984317,170127016,191118,220848,2198344,3462265,0.7.17,4.2.6.0,0.15.3,18681540217,PRJEB15289,959410,4899694,PRJEB15289/ERR1749402.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
206,SAMEA1877480,Copadichromis likomae,Mzebra_UMD2a,"ERR266499,,ERR271652,,ERR271660",21.67265495,207512477,237566,184974,3145610,2557103,0.7.17,4.2.6.1,0.15.3,25396474500,PRJEB1254,2428824,7423428,PRJEB1254/ERR266499.unmapped_marked_adapters.bam,Placidochromis milomo,Shallow_Benthic
207,SAMEA2661282,Copadichromis likomae,Mzebra_UMD2a,ERR715481,5.722263535,43831864,49528,44436,887524,899971,0.7.17,4.2.6.1,0.15.3,3741839071,PRJEB1254,206433,1117496,PRJEB1254/ERR715481.unmapped_marked_adapters.bam,Placidochromis longimanus,Shallow_Benthic
208,SAMEA4033318,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749442,34.06917042,216031315,397452,434326,3693728,7447541,0.7.17,4.2.6.0,0.15.3,20899565415,PRJEB15289,1082501,9244226,PRJEB15289/ERR1749442.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa black pelvis,Diplotaxodon
209,SAMEA3388877,Copadichromis likomae,Mzebra_UMD2a,ERR1081387,14.99963845,114895462,154624,161190,1610522,2060061,0.7.17,4.2.6.1,0.15.3,9022624632,PRJEB1254,618792,4182658,PRJEB1254/ERR1081387.unmapped_marked_adapters.bam,Astatotilapia calliptera 'Itupi',AC
210,SAMEA4032097,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749531,28.91919743,183375532,302694,325728,2898497,5492955,0.7.17,4.2.6.0,0.15.3,19944668166,PRJEB15289,1000497,8094896,PRJEB15289/ERR1749531.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
211,SAMEA1904328,Copadichromis likomae,Mzebra_UMD2a,"ERR299209,,ERR299200,,ERR295126",13.47750113,129045087,112698,97884,1862504,1446789,0.7.17,4.2.6.1,0.15.3,17194288374,PRJEB1254,784925,3139214,PRJEB1254/ERR299209.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
212,SAMEA2661218,Copadichromis likomae,Mzebra_UMD2a,ERR702290,7.365245874,56416915,92622,57810,1774261,1691017,0.7.17,4.2.6.1,0.15.3,4801325278,PRJEB1254,283194,1330002,PRJEB1254/ERR702290.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic
213,SAMEA2661244,Copadichromis likomae,Mzebra_UMD2a,ERR702305,6.267140721,48005559,50644,46806,934346,948458,0.7.17,4.2.6.1,0.15.3,4211597175,PRJEB1254,282180,1171192,PRJEB1254/ERR702305.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic
214,SAMEA4033282,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749512,37.32906553,236702186,239044,285560,2563413,4416101,0.7.17,4.2.6.0,0.15.3,23223392903,PRJEB15289,1009050,6452258,PRJEB15289/ERR1749512.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
215,SAMEA2661415,Copadichromis likomae,Mzebra_UMD2a,ERR702252,8.317744869,63712945,57456,55458,1104812,1101127,0.7.17,4.2.6.1,0.15.3,5342022453,PRJEB1254,290073,1436216,PRJEB1254/ERR702252.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
216,SAMEA4032045,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749465,31.91583091,202377071,318088,327052,3128154,5780047,0.7.17,4.2.6.0,0.15.3,21074450009,PRJEB15289,1122160,7920044,PRJEB15289/ERR1749465.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
217,SAMEA2661230,Copadichromis likomae,Mzebra_UMD2a,ERR715492,16.88843097,129363390,161452,124594,3258357,2959120,0.7.17,4.2.6.1,0.15.3,9568472948,PRJEB1254,617019,3038558,PRJEB1254/ERR715492.unmapped_marked_adapters.bam,Ctenopharynx intermedius,Shallow_Benthic
218,SAMEA4032125,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749443,32.62570411,206878350,351838,377748,3204086,6738906,0.7.17,4.2.6.0,0.15.3,20680505359,PRJEB15289,1098845,9919900,PRJEB15289/ERR1749443.unmapped_marked_adapters.bam,Diplotaxodon apogon,Diplotaxodon
219,SAMEA2661227,Copadichromis likomae,Mzebra_UMD2a,ERR715491,17.11253859,131080028,178068,112244,4658181,3160856,0.7.17,4.2.6.1,0.15.3,9347124358,PRJEB1254,506246,2475004,PRJEB1254/ERR715491.unmapped_marked_adapters.bam,Chilotilapia rhoadesii,Shallow_Benthic
220,SAMEA2661325,Copadichromis likomae,Mzebra_UMD2a,ERR730984,5.888035016,45101654,43820,40040,949230,833836,0.7.17,4.2.6.1,0.15.3,11089261530,PRJEB1254,186845,1043192,PRJEB1254/ERR730984.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
221,SAMEA2661430,Copadichromis likomae,Mzebra_UMD2a,ERR702266,6.432870817,49275032,43030,39542,922537,758369,0.7.17,4.2.6.1,0.15.3,4588715382,PRJEB1254,9707240,866076,PRJEB1254/ERR702266.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
222,SAMEA4033325,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749455,29.19614469,185131644,286482,304398,2907456,5413916,0.7.17,4.2.6.0,0.15.3,18812392570,PRJEB15289,1071501,7048072,PRJEB15289/ERR1749455.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
223,SAMEA2661292,Copadichromis likomae,Mzebra_UMD2a,ERR715526,15.10110816,115672708,127240,109726,2202642,2442678,0.7.17,4.2.6.1,0.15.3,9509303190,PRJEB1254,496012,2621214,PRJEB1254/ERR715526.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic
224,SAMEA2661294,Copadichromis likomae,Mzebra_UMD2a,ERR715528,15.43734571,118248248,128550,115534,2191284,2395532,0.7.17,4.2.6.1,0.15.3,10074397359,PRJEB1254,510622,2901654,PRJEB1254/ERR715528.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic
225,SAMEA6147772,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR3634113,25.68604511,162874236,377374,398550,5163345,8547253,0.7.17,4.2.6.0,0.15.3,17883224953,PRJEB15289,6917694,10932186,PRJEB15289/ERR3634113.unmapped_marked_adapters.bam,Astatotilapia ruaha yellow,Riverine
226,SAMEA2661353,Copadichromis likomae,Mzebra_UMD2a,ERR731008,7.66573183,58718602,52840,49952,1355823,1046967,0.7.17,4.2.6.1,0.15.3,15317725487,PRJEB1254,237171,1083162,PRJEB1254/ERR731008.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
227,SAMEA4033247,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749397,29.70854044,188380726,209564,248488,2387346,3780752,0.7.17,4.2.6.0,0.15.3,20254704277,PRJEB15289,948322,5449250,PRJEB15289/ERR1749397.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
228,SAMEA2661270,Copadichromis likomae,Mzebra_UMD2a,ERR715518,16.2737138,124654729,196062,126768,4250533,3314548,0.7.17,4.2.6.1,0.15.3,10179327398,PRJEB1254,865506,3030676,PRJEB1254/ERR715518.unmapped_marked_adapters.bam,Hemitilapia oxyrhynchus,Shallow_Benthic
229,SAMEA2661276,Copadichromis likomae,Mzebra_UMD2a,ERR715522,17.17382557,131549479,204412,139674,4445840,3533809,0.7.17,4.2.6.1,0.15.3,10759702636,PRJEB1254,598910,3172728,PRJEB1254/ERR715522.unmapped_marked_adapters.bam,Mylochromis lateristriga,Shallow_Benthic
230,SAMEA4032131,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749452,35.0678416,222363851,363376,391466,3509211,6611773,0.7.17,4.2.6.0,0.15.3,22424917755,PRJEB15289,1794500,8734064,PRJEB15289/ERR1749452.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
231,SAMEA2661349,Copadichromis likomae,Mzebra_UMD2a,ERR731004,7.828673242,59966714,52800,49972,1346541,1062371,0.7.17,4.2.6.1,0.15.3,4995048485,PRJEB1254,215544,1138346,PRJEB1254/ERR731004.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
232,SAMEA2661361,Copadichromis likomae,Mzebra_UMD2a,ERR755303,6.878112396,52685530,50860,43532,1100000,967239,0.7.17,4.2.6.1,0.15.3,4658002554,PRJEB1254,202981,1003196,PRJEB1254/ERR755303.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
233,SAMEA4032059,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749493,32.01997678,203037456,334642,354138,3399278,6267323,0.7.17,4.2.6.0,0.15.3,21246767478,PRJEB15289,1073014,8609676,PRJEB15289/ERR1749493.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
234,SAMEA2661300,Copadichromis likomae,Mzebra_UMD2a,ERR730967,7.208621661,55217192,54200,46582,1267298,1014856,0.7.17,4.2.6.1,0.15.3,5046920278,PRJEB1254,237740,1040056,PRJEB1254/ERR730967.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
235,SAMEA1877400,Copadichromis likomae,Mzebra_UMD2a,"ERR266453,,ERR266469,,ERR266477",17.29337511,165581518,177906,138812,2318327,1837918,0.7.17,4.2.6.1,0.15.3,20391659084,PRJEB1254,1692487,5869922,PRJEB1254/ERR266453.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine
236,SAMEA4032089,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749515,34.53646481,218994411,231460,291806,2544688,4269550,0.7.17,4.2.6.0,0.15.3,21469718917,PRJEB15289,846282,6078366,PRJEB15289/ERR1749515.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
237,SAMEA2661423,Copadichromis likomae,Mzebra_UMD2a,ERR702259,7.701398567,58991805,59086,55130,1177413,1085685,0.7.17,4.2.6.1,0.15.3,5057655142,PRJEB1254,286528,1333530,PRJEB1254/ERR702259.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
238,SAMEA2661370,Copadichromis likomae,Mzebra_UMD2a,ERR731022,7.510068729,57526241,51074,47972,1403144,1025358,0.7.17,4.2.6.1,0.15.3,4984426009,PRJEB1254,221434,1091072,PRJEB1254/ERR731022.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
239,SAMEA4033278,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749504,36.16110442,229296189,228230,284368,2529252,4184887,0.7.17,4.2.6.0,0.15.3,22702192477,PRJEB15289,969287,6251522,PRJEB15289/ERR1749504.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
240,SAMEA1904832,Copadichromis likomae,Mzebra_UMD2a,ERR294658,6.24852469,59828703,187774,44306268,9035682,739115,0.7.17,4.2.6.1,0.15.3,7727460791,PRJEB1254,1042002,5086864,PRJEB1254/ERR294658.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic
241,SAMEA2661381,Copadichromis likomae,Mzebra_UMD2a,ERR715530,15.76516707,120759321,112982,119096,2076375,2141863,0.7.17,4.2.6.1,0.15.3,10292277232,PRJEB1254,556242,2793340,PRJEB1254/ERR715530.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
242,SAMEA2661410,Copadichromis likomae,Mzebra_UMD2a,ERR702247,6.679163642,51161606,48700,46214,1026316,929427,0.7.17,4.2.6.1,0.15.3,4399027404,PRJEB1254,209227,1055048,PRJEB1254/ERR702247.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
243,SAMEA2661388,Copadichromis likomae,Mzebra_UMD2a,ERR715537,18.9592195,145225386,150696,139420,2620422,2978653,0.7.17,4.2.6.1,0.15.3,11782935728,PRJEB1254,1108013,3638476,PRJEB1254/ERR715537.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
244,SAMEA1904331,Copadichromis likomae,Mzebra_UMD2a,"ERR299206,,ERR299215,,ERR295132",18.01211557,172463352,196680,130174,3202039,2443884,0.7.17,4.2.6.1,0.15.3,22178845161,PRJEB1254,1051031,3662214,PRJEB1254/ERR299206.unmapped_marked_adapters.bam,Alticorpus geoffreyi,Deep_Benthic
245,SAMEA2661332,Copadichromis likomae,Mzebra_UMD2a,ERR755299,6.47485867,49596654,46500,42458,919500,880739,0.7.17,4.2.6.1,0.15.3,4433202259,PRJEB1254,219557,995820,PRJEB1254/ERR755299.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
246,SAMEA2661407,Copadichromis likomae,Mzebra_UMD2a,ERR702244,7.027199678,53827521,64284,51168,1327727,1129166,0.7.17,4.2.6.1,0.15.3,4605384171,PRJEB1254,462482,1132162,PRJEB1254/ERR702244.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
247,SAMEA4033295,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749536,32.46499553,205859303,880520,692436,26499669,20662706,0.7.17,4.2.6.0,0.15.3,24892139373,PRJEB15289,8846284,27995404,PRJEB15289/ERR1749536.unmapped_marked_adapters.bam,Oreochromis squamipinnis,Riverine
248,SAMEA2661226,Copadichromis likomae,Mzebra_UMD2a,ERR702295,6.993393675,53568571,73086,50942,1477389,1300440,0.7.17,4.2.6.1,0.15.3,4648839035,PRJEB1254,221829,1194068,PRJEB1254/ERR702295.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
249,SAMEA2661301,Copadichromis likomae,Mzebra_UMD2a,ERR730968,7.452624764,57086227,54700,48068,1274450,1031156,0.7.17,4.2.6.1,0.15.3,5206980353,PRJEB1254,397840,1057258,PRJEB1254/ERR730968.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
250,SAMEA4032046,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749467,33.19209293,210469800,332328,353068,3242894,6187053,0.7.17,4.2.6.0,0.15.3,21590800863,PRJEB15289,1039612,8099422,PRJEB15289/ERR1749467.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
251,SAMEA2661419,Copadichromis likomae,Mzebra_UMD2a,ERR702255,6.365763649,48760999,46130,43768,909256,870729,0.7.17,4.2.6.1,0.15.3,4254003579,PRJEB1254,225726,1036670,PRJEB1254/ERR702255.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
252,SAMEA2661319,Copadichromis likomae,Mzebra_UMD2a,ERR730979,5.548972878,42504478,50056,37606,1427453,911201,0.7.17,4.2.6.1,0.15.3,3557414756,PRJEB1254,148342,791564,PRJEB1254/ERR730979.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
253,SAMEA4032060,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749495,35.26182573,223593897,381910,402734,3878628,7266277,0.7.17,4.2.6.0,0.15.3,22814398850,PRJEB15289,1170914,9332438,PRJEB15289/ERR1749495.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
254,SAMEA2661334,Copadichromis likomae,Mzebra_UMD2a,ERR730991,8.472180014,64895900,68908,56216,1635333,1246127,0.7.17,4.2.6.1,0.15.3,5536445986,PRJEB1254,264628,1375082,PRJEB1254/ERR730991.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
255,SAMEA3388854,Copadichromis likomae,Mzebra_UMD2a,ERR1081366,14.65873163,112284156,189260,171736,1748902,2433740,0.7.17,4.2.6.1,0.15.3,29789043206,PRJEB1254,869055,4581596,PRJEB1254/ERR1081366.unmapped_marked_adapters.bam,Stigmatochromis guttatus,Shallow_Benthic
256,SAMEA4033285,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749518,28.12190611,178319938,312086,331052,2948894,5691732,0.7.17,4.2.6.0,0.15.3,18308557822,PRJEB15289,929250,7745120,PRJEB15289/ERR1749518.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
257,SAMEA2661371,Copadichromis likomae,Mzebra_UMD2a,ERR731023,8.018960374,61424291,59460,55688,1270322,1108945,0.7.17,4.2.6.1,0.15.3,5323516299,PRJEB1254,252677,1272406,PRJEB1254/ERR731023.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
258,SAMEA2661217,Copadichromis likomae,Mzebra_UMD2a,ERR702289,7.189409355,55070028,102734,55214,1943653,1565015,0.7.17,4.2.6.1,0.15.3,4708814505,PRJEB1254,232906,1180188,PRJEB1254/ERR702289.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic
259,SAMEA2661377,Copadichromis likomae,Mzebra_UMD2a,ERR702226,5.633190754,43149577,41736,38652,822025,774725,0.7.17,4.2.6.1,0.15.3,3863122502,PRJEB1254,182567,943184,PRJEB1254/ERR702226.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
260,SAMEA4032047,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749469,36.54281969,231716631,383400,382872,3818649,7186420,0.7.17,4.2.6.0,0.15.3,24007926646,PRJEB15289,1268283,9195424,PRJEB15289/ERR1749469.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
261,SAMEA2661429,Copadichromis likomae,Mzebra_UMD2a,ERR702265,6.663902964,51044711,48072,46756,1017925,915751,0.7.17,4.2.6.1,0.15.3,4447349306,PRJEB1254,228978,1090792,PRJEB1254/ERR702265.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
262,SAMEA2661289,Copadichromis likomae,Mzebra_UMD2a,ERR715486,5.972163204,45746066,49534,41328,1046925,950056,0.7.17,4.2.6.1,0.15.3,3824882150,PRJEB1254,194898,1000464,PRJEB1254/ERR715486.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic
263,SAMEA4033264,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749476,37.29519259,236487399,334908,351344,3497725,6391348,0.7.17,4.2.6.0,0.15.3,23104444161,PRJEB15289,1237853,8439444,PRJEB15289/ERR1749476.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
264,SAMEA2661310,Copadichromis likomae,Mzebra_UMD2a,ERR730975,5.88191782,45054797,54592,39460,1533933,995798,0.7.17,4.2.6.1,0.15.3,3711597337,PRJEB1254,145388,815046,PRJEB1254/ERR730975.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
265,SAMEA1877404,Copadichromis likomae,Mzebra_UMD2a,"ERR266458,,ERR266482,,ERR266490",16.90730087,161884914,161660,133408,2323036,1820694,0.7.17,4.2.6.1,0.15.3,19678189516,PRJEB1254,1032104,4865648,PRJEB1254/ERR266458.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine
266,SAMEA4033310,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749429,34.22504992,217019741,342316,337422,3537351,6465407,0.7.17,4.2.6.0,0.15.3,22379905438,PRJEB15289,1213629,7830782,PRJEB15289/ERR1749429.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic
267,SAMEA2661451,Copadichromis likomae,Mzebra_UMD2a,ERR702287,8.787000133,67307385,86618,61228,2910713,1485373,0.7.17,4.2.6.1,0.15.3,5477824473,PRJEB1254,151000,1125142,PRJEB1254/ERR702287.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
268,SAMEA2661308,Copadichromis likomae,Mzebra_UMD2a,ERR730973,7.456971567,57119523,61962,45748,1684618,1135582,0.7.17,4.2.6.1,0.15.3,5163325988,PRJEB1254,196811,954482,PRJEB1254/ERR730973.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
269,SAMEA4032043,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749461,33.44951255,212102088,306034,328650,3212607,5636725,0.7.17,4.2.6.0,0.15.3,22053413548,PRJEB15289,1150184,8113992,PRJEB15289/ERR1749461.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
270,SAMEA2661418,Copadichromis likomae,Mzebra_UMD2a,ERR702254,6.582769339,50423237,45574,44612,917096,884788,0.7.17,4.2.6.1,0.15.3,4370623464,PRJEB1254,233641,1098794,PRJEB1254/ERR702254.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
271,SAMEA2661311,Copadichromis likomae,Mzebra_UMD2a,ERR755297,7.093879034,54338277,67576,46510,1646057,1129113,0.7.17,4.2.6.1,0.15.3,4766681289,PRJEB1254,210466,986836,PRJEB1254/ERR755297.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
272,SAMEA4033275,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749498,36.0515876,228601747,368100,402146,3676244,6880493,0.7.17,4.2.6.0,0.15.3,23203431330,PRJEB15289,1157103,9657608,PRJEB15289/ERR1749498.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
273,SAMEA2661260,Copadichromis likomae,Mzebra_UMD2a,ERR715511,17.58264218,134680966,195428,138438,3780661,3509707,0.7.17,4.2.6.1,0.15.3,9635278537,PRJEB1254,568959,3166308,PRJEB1254/ERR715511.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
274,SAMEA2661360,Copadichromis likomae,Mzebra_UMD2a,ERR731014,8.934279032,68435524,86498,60118,3168026,1537139,0.7.17,4.2.6.1,0.15.3,5737985988,PRJEB1254,191077,1104924,PRJEB1254/ERR731014.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
275,SAMEA4033340,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1743780,23.42026368,148507002,416964,369826,5192448,9055949,0.7.17,4.2.6.0,0.15.3,16620720373,PRJEB15289,1238548,12031554,PRJEB15289/ERR1743780.unmapped_marked_adapters.bam,Astatotilapia tweddlei,Riverine
276,SAMEA1877425,Copadichromis likomae,Mzebra_UMD2a,"ERR266471,,ERR266455,,ERR266479",13.54145888,129657473,123860,104448,1850601,1454925,0.7.17,4.2.6.1,0.15.3,16202932767,PRJEB1254,759778,3853894,PRJEB1254/ERR266471.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine
277,SAMEA2661331,Copadichromis likomae,Mzebra_UMD2a,ERR730989,7.363206156,56401291,50472,45322,1238441,1008298,0.7.17,4.2.6.1,0.15.3,4886009852,PRJEB1254,221705,1053562,PRJEB1254/ERR730989.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
278,SAMEA2661401,Copadichromis likomae,Mzebra_UMD2a,ERR755306,6.43694464,49306237,47432,42976,879918,868947,0.7.17,4.2.6.1,0.15.3,4443559993,PRJEB1254,204974,1027582,PRJEB1254/ERR755306.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
279,SAMEA4032037,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749404,31.72798954,201185976,225118,261822,2540013,4173210,0.7.17,4.2.6.0,0.15.3,20898356345,PRJEB15289,891983,5876816,PRJEB15289/ERR1749404.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
280,SAMEA2661420,Copadichromis likomae,Mzebra_UMD2a,ERR702256,6.345861123,48608548,44468,42960,872017,844935,0.7.17,4.2.6.1,0.15.3,4243268427,PRJEB1254,216400,1063042,PRJEB1254/ERR702256.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
281,SAMEA3388872,Copadichromis likomae,Mzebra_UMD2a,ERR1081382,14.84167949,113685515,183542,165696,1774014,2419209,0.7.17,4.2.6.1,0.15.3,9202212248,PRJEB1254,1706837,4639764,PRJEB1254/ERR1081382.unmapped_marked_adapters.bam,Otopharynx lithobates,Shallow_Benthic
282,SAMEA2661277,Copadichromis likomae,Mzebra_UMD2a,ERR715523,16.55143949,126782075,156710,113478,3252046,2821727,0.7.17,4.2.6.1,0.15.3,10353714214,PRJEB1254,657871,2746638,PRJEB1254/ERR715523.unmapped_marked_adapters.bam,Dimidiochromis strigatus,Shallow_Benthic
283,SAMEA6147768,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR3634107,34.17375439,216694478,527948,552308,7185814,11303100,0.7.17,4.2.6.0,0.15.3,23940540184,PRJEB15289,1970257,15068726,PRJEB15289/ERR3634107.unmapped_marked_adapters.bam,Astatotilapia rukwa blue,Riverine
284,SAMEA2661343,Copadichromis likomae,Mzebra_UMD2a,ERR730999,7.7467836,59339449,52958,49850,1476254,1072205,0.7.17,4.2.6.1,0.15.3,4947636865,PRJEB1254,220534,1044664,PRJEB1254/ERR730999.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
285,SAMEA2661341,Copadichromis likomae,Mzebra_UMD2a,ERR730997,7.756135833,59411086,52850,50780,1188682,1061163,0.7.17,4.2.6.1,0.15.3,4994139600,PRJEB1254,232981,1195594,PRJEB1254/ERR730997.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
286,SAMEA4032093,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749523,31.15879814,197576755,357830,376140,3509571,6703721,0.7.17,4.2.6.0,0.15.3,19877839049,PRJEB15289,978677,8600520,PRJEB15289/ERR1749523.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
287,SAMEA2661382,Copadichromis likomae,Mzebra_UMD2a,ERR715531,16.48147248,126246136,132960,134458,2655279,2485141,0.7.17,4.2.6.1,0.15.3,10656200423,PRJEB1254,592602,2944428,PRJEB1254/ERR715531.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
288,SAMEA3388863,Copadichromis likomae,Mzebra_UMD2a,ERR1081375,15.7066603,120311166,198764,191950,1960001,2893499,0.7.17,4.2.6.1,0.15.3,9393862920,PRJEB1254,783026,5513044,PRJEB1254/ERR1081375.unmapped_marked_adapters.bam,Stigmatochromis modestus,Shallow_Benthic
289,SAMEA2661433,Copadichromis likomae,Mzebra_UMD2a,ERR702269,7.407818722,56743018,63834,51962,1615845,1144328,0.7.17,4.2.6.1,0.15.3,4781777302,PRJEB1254,236746,1140140,PRJEB1254/ERR702269.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
290,SAMEA6147766,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR3634111,35.63041412,225931102,788996,670544,9857432,17159759,0.7.17,4.2.6.0,0.15.3,24676991611,PRJEB15289,2626619,23425174,PRJEB15289/ERR3634111.unmapped_marked_adapters.bam,Haplochromis vanheusdeni,Riverine
291,SAMEA2661367,Copadichromis likomae,Mzebra_UMD2a,ERR731019,8.150857183,62434605,54820,51256,1498083,1100933,0.7.17,4.2.6.1,0.15.3,5293897208,PRJEB1254,226455,1137950,PRJEB1254/ERR731019.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
